id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1.118E+18,Tue Apr 16 04:05:49 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rahul will file explanation in SC on notice: Cong 
#RahulGandhi #file #explanation #SCnotice #Congress #KapilSibal… https://t.co/cAc4pOwGbk",Rahul file explanation SC notice Cong RahulGandhi file explanation SCnotice Congress KapilSibal… https //t.co/cAc4pOwGbk,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,pennewstweet,FALSE,"RahulGandhi, file, explanation, SCnotice, Congress, KapilSibal",,,
1.118E+18,Tue Apr 16 04:05:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manufacturing court order is new low for Rahul Gandhi: Jaitley 
#Manufacturing #courtorder #RahulGandhi… https://t.co/PcjPay7zuj",Manufacturing court order new low Rahul Gandhi Jaitley Manufacturing courtorder RahulGandhi… https //t.co/PcjPay7zuj,"Sentiment(polarity=0.06818181818181818, subjectivity=0.37727272727272726)",0.068181818,0.377272727,en,0,1,pennewstweet,FALSE,"Manufacturing, courtorder, RahulGandhi",,,
1.118E+18,Tue Apr 16 04:04:07 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JasumatiPatel: Thus is what #SoniaGandhi @INCIndia has groomed 4  last 49 years so that he can be PM of #India one day.. 
#RahulGetsDum…",RT JasumatiPatel Thus SoniaGandhi INCIndia groomed 4 last 49 years PM India one day.. RahulGetsDum…,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,en,0,18,haridasdr,,"SoniaGandhi, India","JasumatiPatel, INCIndia",Omnipresence i am OM,
1.118E+18,Tue Apr 16 04:02:33 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BJP welcomes SC notice to Rahul in contempt proceedings on Rafale 
#BJP #welcomes #SCnotice #RahulGandhi… https://t.co/omPth4PKAX",BJP welcomes SC notice Rahul contempt proceedings Rafale BJP welcomes SCnotice RahulGandhi… https //t.co/omPth4PKAX,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,1,0,pennewstweet,FALSE,"BJP, welcomes, SCnotice, RahulGandhi",,,
1.118E+18,Tue Apr 16 04:02:23 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hahha #Love betweent @AamAadmiParty and #RahulGandhi’s @INCIndia. Your desperate attempts not working, do something… https://t.co/ijut1vo9mP",Hahha Love betweent AamAadmiParty RahulGandhi ’ INCIndia Your desperate attempts working something… https //t.co/ijut1vo9mP,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.8)",-0.05,0.8,en,0,0,Sachivg,FALSE,"Love, RahulGandhi","AamAadmiParty, INCIndia",Jammu,
1.118E+18,Tue Apr 16 04:02:14 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EVM tampering: Why now, why not when Cong won assembly polls? asks Shah 
 #AmitShah #Kodinar #Gujarat #INC… https://t.co/eL3S7kAGS9",EVM tampering Why Cong assembly polls asks Shah AmitShah Kodinar Gujarat INC… https //t.co/eL3S7kAGS9,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,pennewstweet,FALSE,"AmitShah, Kodinar, Gujarat, INC",,,
1.118E+18,Tue Apr 16 04:01:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why r journos getting into political matchmaking ? #congress #aap #Delhi #rahulgandhi #ArvindKejriwal,Why r journos getting political matchmaking congress aap Delhi rahulgandhi ArvindKejriwal,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,en,5,0,deepshikhasET,,"congress, aap, Delhi, rahulgandhi, ArvindKejriwal",,"New Delhi, Delhi",
1.118E+18,Tue Apr 16 04:01:37 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@arunjaitley @narendramodi_in another airlines workers conteactors go down the drain banks struggling public money… https://t.co/ezoDnvLhT3,arunjaitley narendramodi_in another airlines workers conteactors go drain banks struggling public money… https //t.co/ezoDnvLhT3,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,en,0,0,nbn64,FALSE,,"arunjaitley, narendramodi_in",India,"[[73.063131, 19.139733], [73.321579, 19.139733], [73.321579, 19.401009], [73.063131, 19.401009]]"
1.118E+18,Tue Apr 16 04:01:33 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @mohitbharatiya_: No one wants to see “ Army of Corrupt  “ - Night King ( #RahulGandhi ) to sit on Iron Throne . The real Protector of N…,RT mohitbharatiya_ No one wants see “ Army Corrupt “ Night King RahulGandhi sit Iron Throne The real Protector N…,"Sentiment(polarity=-0.033333333333333326, subjectivity=0.46666666666666673)",-0.033333333,0.466666667,en,0,117,kishor_mirgh,,RahulGandhi,mohitbharatiya_,"Mumbai, India",
1.118E+18,Tue Apr 16 04:00:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@YusufDFI @RahulGandhi Rahul Gandhi @RahulGandhi  himself doesn't have any job to do. So he is campaigning for… https://t.co/Ln4NDqOBZF,YusufDFI RahulGandhi Rahul Gandhi RahulGandhi n't job So campaigning for… https //t.co/Ln4NDqOBZF,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,Kishore_38,,,"YusufDFI, RahulGandhi, RahulGandhi","Hyderabad, India",
1.118E+18,Tue Apr 16 03:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @airnewsalerts: BJP president @AmitShah says that #Congress party and its president #RahulGandhi have started blaming #EVMs after sensin…,RT airnewsalerts BJP president AmitShah says Congress party president RahulGandhi started blaming EVMs sensin…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,8,astha_bansal12,,"Congress, RahulGandhi, EVMs","airnewsalerts, AmitShah",,
1.118E+18,Tue Apr 16 03:57:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KalpanaPrasad03: What does it mean by ""पंजीकरण"" ???  By the way @RahulGandhi thanks for the message but my monthly gross salary is way…",RT KalpanaPrasad03 What mean `` पंजीकरण '' By way RahulGandhi thanks message monthly gross salary way…,"Sentiment(polarity=-0.0375, subjectivity=0.29583333333333334)",-0.0375,0.295833333,en,0,8,Aartimishra_,,,"KalpanaPrasad03, RahulGandhi",,
1.118E+18,Tue Apr 16 03:56:24 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @VakilBharati: @Ra_Bies New verb is introduced in English based on the personality traits of #RahulGandhi

It's called as 'Rahulled' (ve…",RT VakilBharati Ra_Bies New verb introduced English based personality traits RahulGandhi It 's called 'Rahulled ve…,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.068181818,0.227272727,en,0,6,Joisgirish,,RahulGandhi,"VakilBharati, Ra_Bies",Bengaluru (Bangalore),
1.118E+18,Tue Apr 16 03:55:45 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#bjp #RahulGandhi People in Tamil Nadu are clearly saying.......""Modi has made lots of problem..........."".....&amp; th… https://t.co/Jwq9wMBZGk",bjp RahulGandhi People Tamil Nadu clearly saying ... ... '' Modi made lots problem ... ... ... .. '' ... .. amp th… https //t.co/Jwq9wMBZGk,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.1,0.383333333,en,0,0,JKV71,,"bjp, RahulGandhi",,,
1.118E+18,Tue Apr 16 03:55:01 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rahul on two-day Kerala visit from tonight, to give campaign last boost  
#RahulGandhi #RahulForBehtarBharat… https://t.co/BPs8PS0tyi",Rahul two-day Kerala visit tonight give campaign last boost RahulGandhi RahulForBehtarBharat… https //t.co/BPs8PS0tyi,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,en,0,0,pennewstweet,FALSE,"RahulGandhi, RahulForBehtarBharat",,,
1.118E+18,Tue Apr 16 03:54:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As expected, #Mahagathbandhan #Congress started crying about #EVMControversy 
It clearly means that their internal… https://t.co/AlCkhvpIqF",As expected Mahagathbandhan Congress started crying EVMControversy It clearly means internal… https //t.co/AlCkhvpIqF,"Sentiment(polarity=-0.06666666666666667, subjectivity=0.4611111111111111)",-0.066666667,0.461111111,en,0,0,Jaydeep_Bapat,,"Mahagathbandhan, Congress, EVMControversy",,,
1.118E+18,Tue Apr 16 03:51:32 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MahaBharat2019: #BharatBoleModiFirSe

Why #RahulGandhi often raise his right leg?

Because he learnt how to Pee from his dog Pidi.

#Ba…",RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.285714286,0.535714286,en,0,29,MahaBharat2019,,"BharatBoleModiFirSe, RahulGandhi",MahaBharat2019,भारत,
1.118E+18,Tue Apr 16 03:49:54 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thus Spake...
#ThusSpake #Quotes #FaranaShaikh #famousquotes #PopeFrancis #DonaldTrump #SergevLavrov #TeresaMay… https://t.co/WlIsoWZcrH",Thus Spake ... ThusSpake Quotes FaranaShaikh famousquotes PopeFrancis DonaldTrump SergevLavrov TeresaMay… https //t.co/WlIsoWZcrH,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,pennewstweet,FALSE,"ThusSpake, Quotes, FaranaShaikh, famousquotes, PopeFrancis, DonaldTrump, SergevLavrov, TeresaMay",,,
1.118E+18,Tue Apr 16 03:49:23 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#bjp #RahulGandhi  What EC is doing good..but it would have better if it would have taken similar action against BJ… https://t.co/caARts7Gzz,bjp RahulGandhi What EC good..but would better would taken similar action BJ… https //t.co/caARts7Gzz,"Sentiment(polarity=0.19999999999999998, subjectivity=0.3333333333333333)",0.2,0.333333333,en,0,0,JKV71,FALSE,"bjp, RahulGandhi",,,
1.118E+18,Tue Apr 16 03:49:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @who_is_pc: Voting for #RahulGandhi in this #GeneralElections2019 is as dangerous as having an unprotected sex with HIV!

#AyegaTohModiHi",RT who_is_pc Voting RahulGandhi GeneralElections2019 dangerous unprotected sex HIV AyegaTohModiHi,"Sentiment(polarity=-0.6, subjectivity=0.9)",-0.6,0.9,en,0,2,memeswalabanda,,"RahulGandhi, GeneralElections2019, AyegaTohModiHi",who_is_pc,Hoon Sukun ki talash me,
1.118E+18,Tue Apr 16 03:48:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SLAM ON YOU RAHUL GANDHI #NarendraModi #RahulGandhi https://t.co/CCIGgiCuI7,SLAM ON YOU RAHUL GANDHI NarendraModi RahulGandhi https //t.co/CCIGgiCuI7,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,svpviren,FALSE,"NarendraModi, RahulGandhi",,Ahemdabad,
1.118E+18,Tue Apr 16 03:48:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2 people in this world who are unworthy to an infinite level, still I can never stop following them for their humor… https://t.co/ikgSpQofzC",2 people world unworthy infinite level still I never stop following humor… https //t.co/ikgSpQofzC,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,en,0,0,suraj__jaiswal,,,,"Bengaluru, India",
1.118E+18,Tue Apr 16 03:47:35 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @girisum: This statement by @RahulGandhi shows the ""NYAY"" scheme of @INCIndia is not at all feasible. In lighter note he should add some…",RT girisum This statement RahulGandhi shows `` NYAY '' scheme INCIndia feasible In lighter note add some…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,2,SONIYALOVESYOU,,,"girisum, RahulGandhi, INCIndia","Maharashtra, India",
1.118E+18,Tue Apr 16 03:47:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @apnnewsindia: After we win 2019 polls, there will be two budgets; one will be the National Budget but the other one will not be Railway…",RT apnnewsindia After win 2019 polls two budgets one National Budget one Railway…,"Sentiment(polarity=0.8, subjectivity=0.4)",0.8,0.4,en,0,2,kumarvishnu1980,,,apnnewsindia,,
1.118E+18,Tue Apr 16 03:45:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","It’s a mug’s game whether we like or not 
#RafaleDeal #RafaleScam #rafalereview #Rafalejets #rafalejoltfornda… https://t.co/c9oIV8rGOT",It ’ mug ’ game whether like RafaleDeal RafaleScam rafalereview Rafalejets rafalejoltfornda… https //t.co/c9oIV8rGOT,"Sentiment(polarity=-0.4, subjectivity=0.4)",-0.4,0.4,en,0,0,pennewstweet,FALSE,"RafaleDeal, RafaleScam, rafalereview, Rafalejets, rafalejoltfornda",,,
1.118E+18,Tue Apr 16 03:44:00 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","On AAP-Congress alliance, #RahulGandhi tweeted ""Kejriwal has done yet another U turn"" and that Congress' doors are… https://t.co/xNtQPGKdIY",On AAP-Congress alliance RahulGandhi tweeted `` Kejriwal done yet another U turn '' Congress doors are… https //t.co/xNtQPGKdIY,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,3,0,bsindia,FALSE,RahulGandhi,,India,
1.118E+18,Tue Apr 16 03:43:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RatanSharda55: If doing press conferences is the measure, #RakhiSawant has done more conferences than #RahulGandhi, make Congi presiden…",RT RatanSharda55 If press conferences measure RakhiSawant done conferences RahulGandhi make Congi presiden…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,13,MediaPaid,,"RakhiSawant, RahulGandhi",RatanSharda55,"Chicago, IL",
1.118E+18,Tue Apr 16 03:38:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RatanSharda55: If doing press conferences is the measure, #RakhiSawant has done more conferences than #RahulGandhi, make Congi presiden…",RT RatanSharda55 If press conferences measure RakhiSawant done conferences RahulGandhi make Congi presiden…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,13,PrashantKT4,,"RakhiSawant, RahulGandhi",RatanSharda55,,
1.118E+18,Tue Apr 16 03:38:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GdBakshiJe: The war of words between #RahulGandhi and #ArvindKejriwal
 reminds me of Amar and Prem from Andaz Apna Apna. Nothing seriou…",RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,28,PankajS96719913,,"RahulGandhi, ArvindKejriwal",GdBakshiJe,,
1.118E+18,Tue Apr 16 03:37:34 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @chandru30112015: BJP had contested in all seats in Telengana assembly election. There was vigorous and vicious compaign by PM, BJP Pres…",RT chandru30112015 BJP contested seats Telengana assembly election There vigorous vicious compaign PM BJP Pres…,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,en,0,1,abhilashization,,,chandru30112015,"Bengaluru South, India",
1.11799E+18,Tue Apr 16 03:35:14 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @anupamsuneet: Gentle reminder to #SoniaGandhi 
@RahulGandhi @priyankagandhi 
@INCIndia @AamAadmiParty https://t.co/K55Qw8YZCj",RT anupamsuneet Gentle reminder SoniaGandhi RahulGandhi priyankagandhi INCIndia AamAadmiParty https //t.co/K55Qw8YZCj,"Sentiment(polarity=0.2, subjectivity=0.8)",0.2,0.8,en,0,1,Ruhina11161506,FALSE,SoniaGandhi,"anupamsuneet, RahulGandhi, priyankagandhi, INCIndia, AamAadmiParty",,
1.11799E+18,Tue Apr 16 03:34:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VakilBharati: @Ra_Bies New verb is introduced in English based on the personality traits of #RahulGandhi

It's called as 'Rahulled' (ve…",RT VakilBharati Ra_Bies New verb introduced English based personality traits RahulGandhi It 's called 'Rahulled ve…,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.068181818,0.227272727,en,0,6,Aamaivettai,,RahulGandhi,"VakilBharati, Ra_Bies",Aamai nagaram,
1.11799E+18,Tue Apr 16 03:33:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ArvindKejriwal Dear CM Kejriwal Sahab 4 seats are enough in Delhi. This is not the time of blame game pls make it… https://t.co/cCjaU9rhaN,ArvindKejriwal Dear CM Kejriwal Sahab 4 seats enough Delhi This time blame game pls make it… https //t.co/cCjaU9rhaN,"Sentiment(polarity=-0.2, subjectivity=0.45)",-0.2,0.45,en,0,0,SShahidAshraf1,,,ArvindKejriwal,New Delhi,
1.11799E+18,Tue Apr 16 03:33:27 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @APNU_GUJARAT_NZ: Auckland based NRI Asked Rahul Gandhi...Why he didnt say Vande Mataram on the election stage ? See the Video
https://t…",RT APNU_GUJARAT_NZ Auckland based NRI Asked Rahul Gandhi ... Why didnt say Vande Mataram election stage See Video https //t…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,1,ketan2781,,,APNU_GUJARAT_NZ,"Auckland, New Zealand",
1.11799E+18,Tue Apr 16 03:31:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chitraSD: Jogging #RahulGandhi’s memory about family friend &amp; middleman #OttavioQuattrocchi &amp; the loot of contracts by his #Snamprogett…,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,120,sajals,,"RahulGandhi, OttavioQuattrocchi",chitraSD,India,
1.11799E+18,Tue Apr 16 03:29:46 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The same media &amp; intelligentsia who have been overly critical of #ModiSarkar on the issue of #Intolerance couldn’t… https://t.co/Oo606tRWTu,The media amp intelligentsia overly critical ModiSarkar issue Intolerance ’ t… https //t.co/Oo606tRWTu,"Sentiment(polarity=-0.05, subjectivity=0.5)",-0.05,0.5,en,0,0,aanand77,,"ModiSarkar, Intolerance",,भारत,
1.11799E+18,Tue Apr 16 03:29:45 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",There is no doubt that #RahulGandhi is a seasoned &amp; deliberate liar. For past 6 months he has been spreading lies a… https://t.co/Y2seGOLHL0,There doubt RahulGandhi seasoned amp deliberate liar For past 6 months spreading lies a… https //t.co/Y2seGOLHL0,"Sentiment(polarity=0.0, subjectivity=0.25)",0,0.25,en,0,0,aanand77,FALSE,RahulGandhi,,भारत,
1.11799E+18,Tue Apr 16 03:26:44 +0000 2019,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Legal Shred INC Magazine #1392 fastest growing company.  Its an honor!  #incmagazine #inc5000 #inc #fastcompany… https://t.co/m3e92jhPc0,Legal Shred INC Magazine 1392 fastest growing company Its honor incmagazine inc5000 inc fastcompany… https //t.co/m3e92jhPc0,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,0,0,legalshred,FALSE,"incmagazine, inc5000, inc, fastcompany",,"New York, NY",
1.11799E+18,Tue Apr 16 03:26:35 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @sbajpai2806: The credibility of #RahulGandhi is lower than water table of Gurgaon. He's been saying #Modi promised Rs 15 lakhs in every…,RT sbajpai2806 The credibility RahulGandhi lower water table Gurgaon He 's saying Modi promised Rs 15 lakhs every…,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,11,IndianMDR,,"RahulGandhi, Modi",sbajpai2806,India,
1.11799E+18,Tue Apr 16 03:26:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#SupremeCourt serves #RahulGandhi notice, says, ‘We never said anything about #Modi.
Now it's clear how #Congress i… https://t.co/c40RRQAv8E",SupremeCourt serves RahulGandhi notice says ‘ We never said anything Modi Now 's clear Congress i… https //t.co/c40RRQAv8E,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.1,0.383333333,en,1,0,DipantoS,FALSE,"SupremeCourt, RahulGandhi, Modi, Congress",,,
