id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1118007612170100741,Tue Apr 16 04:26:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @InstantKarmaaa: #NaMo was the only Sanghi earlier. #India was dangerous 4 Muslims.

After praising #Modi, even Trump, Putin, Bibi, Merk…",RT InstantKarmaaa NaMo Sanghi earlier India dangerous 4 Muslims After praising Modi even Trump Putin Bibi Merk…,"Sentiment(polarity=-0.3, subjectivity=0.7)",-0.3,0.7,en,0,80,konguregion,,"NaMo, India, Modi",InstantKarmaaa,"tamilnadu, India",
1118007585938915328,Tue Apr 16 04:25:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,RT JhaSanjay Dear ArvindKejriwal Ji Let ’ clean sweep Delhi together The defeat BJP crucial Delhi ’ independent…,"Sentiment(polarity=0.18333333333333335, subjectivity=0.8500000000000001)",0.18333333333333335,0.8500000000000001,en,0,648,Suchitr85160327,,BJP,"JhaSanjay, ArvindKejriwal","New Delhi, India",
1118007572999524352,Tue Apr 16 04:25:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MODIfiedTamilan: சூப்பர் பிரதமர் மோடி, மதுரை மக்கள் கருத்து😀👏👏

#Madurai people's are prasing our PM
#Modi ji for bringing up #AIIMS to…",RT MODIfiedTamilan சூப்பர் பிரதமர் மோடி மதுரை மக்கள் கருத்து😀👏👏 Madurai people 's prasing PM Modi ji bringing AIIMS to…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,91,sreedeepak137,,"Madurai, Modi, AIIMS",MODIfiedTamilan,thovalai,
1118007544193007618,Tue Apr 16 04:25:44 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: Glimpses of the massive gathering and support for #BJP during the #VijaySankalpYatra at Bhubaneswar North Constituency. Ca…,RT dpradhanbjp Glimpses massive gathering support BJP VijaySankalpYatra Bhubaneswar North Constituency Ca…,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,866,Lipi42101427,,"BJP, VijaySankalpYatra",dpradhanbjp,,
1118007494922530816,Tue Apr 16 04:25:33 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",RT drshamamohd Why EC taken action PM Modi amp AmitShah violating code conduct Both serial offenders hav…,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,0,37,chunmunranjan,,Modi,"drshamamohd, AmitShah"," BINDEKHALPUR,INDIA",
1118007479084863488,Tue Apr 16 04:25:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ShanMehra2017: @beindiya @midhatkidwai What's the size of sample . Where exactly it was done . If the survey was done in tier 2 &amp; 3 cit…,RT ShanMehra2017 beindiya midhatkidwai What 's size sample Where exactly done If survey done tier 2 amp 3 cit…,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,en,0,5,518_2100,,,"ShanMehra2017, beindiya, midhatkidwai","Vancouver, British Columbia",
1118007421564112896,Tue Apr 16 04:25:15 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: A #BJP Government in the state will ensure rail connectivity to all the 30 districts of the state. @BJP4Odisha Govt will a…,RT dpradhanbjp A BJP Government state ensure rail connectivity 30 districts state BJP4Odisha Govt a…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,652,Roja52342511,,BJP,"dpradhanbjp, BJP4Odisha",,
1118007395098095616,Tue Apr 16 04:25:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,5638,rkoraj87,,"Modi, TamilNadu",sachinsingh1010,"Raipur, India",
1118007387770605569,Tue Apr 16 04:25:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: India faces a shortage of 6 lakh doctors &amp; 20 lakh nurses.

5.7cr people are pushed into poverty every year due to health…",RT drshamamohd India faces shortage 6 lakh doctors amp 20 lakh nurses 5.7cr people pushed poverty every year due health…,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,en,0,993,BharatINC_,,,drshamamohd,Somewhere on the Earth,
1118007349736640512,Tue Apr 16 04:24:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MODIfiedTamilan: சூப்பர் பிரதமர் மோடி, மதுரை மக்கள் கருத்து😀👏👏

#Madurai people's are prasing our PM
#Modi ji for bringing up #AIIMS to…",RT MODIfiedTamilan சூப்பர் பிரதமர் மோடி மதுரை மக்கள் கருத்து😀👏👏 Madurai people 's prasing PM Modi ji bringing AIIMS to…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,91,yuvarajchml,,"Madurai, Modi, AIIMS",MODIfiedTamilan,"Erode, India",
1118007222414520320,Tue Apr 16 04:24:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,5638,NarendraLSingh,,"Modi, TamilNadu",sachinsingh1010,India,
1118007099198517248,Tue Apr 16 04:23:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sbajpai2806: The real face of Congress....
Cong workers get violent and beat up #BJP supporters as they chant 'Modi, Modi', during the…",RT sbajpai2806 The real face Congress ... Cong workers get violent beat BJP supporters chant 'Modi Modi the…,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.65)",-0.30000000000000004,0.65,en,0,2,NarendraLSingh,,BJP,sbajpai2806,India,
1118007090214100994,Tue Apr 16 04:23:56 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,RT JhaSanjay Dear ArvindKejriwal Ji Let ’ clean sweep Delhi together The defeat BJP crucial Delhi ’ independent…,"Sentiment(polarity=0.18333333333333335, subjectivity=0.8500000000000001)",0.18333333333333335,0.8500000000000001,en,0,280,JahagirdarSyed,,BJP,"JhaSanjay, ArvindKejriwal","Karnataka, India",
1118007087596834816,Tue Apr 16 04:23:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: Glimpses of the massive gathering and support for #BJP during the #VijaySankalpYatra at Bhubaneswar North Constituency. Ca…,RT dpradhanbjp Glimpses massive gathering support BJP VijaySankalpYatra Bhubaneswar North Constituency Ca…,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,0,Roja52342511,,"BJP, VijaySankalpYatra",dpradhanbjp,,
1118007069896892416,Tue Apr 16 04:23:51 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Complaint filed against #BJP TN state President @DrTamilisaiBJP for spreading false news and creating enmity betwee… https://t.co/phYaXBqhOc,Complaint filed BJP TN state President DrTamilisaiBJP spreading false news creating enmity betwee… https //t.co/phYaXBqhOc,"Sentiment(polarity=-0.35000000000000003, subjectivity=0.4)",-0.35000000000000003,0.4,en,2,0,smitha_tk,False,BJP,DrTamilisaiBJP,"Chennai, India",
1118007048099098625,Tue Apr 16 04:23:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HAL_India: Why is #Modi not asking for votes in the name of the following?

1. Make in India
2. Digital India
3. Skill India
4. Jan Dha…",RT HAL_India Why Modi asking votes name following 1 Make India 2 Digital India 3 Skill India 4 Jan Dha…,"Sentiment(polarity=0.0, subjectivity=0.05)",0.0,0.05,en,0,1855,manianrvs,,Modi,HAL_India,Pune India,
1118007000183508993,Tue Apr 16 04:23:35 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",RT drshamamohd Why EC taken action PM Modi amp AmitShah violating code conduct Both serial offenders hav…,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,0,37,sibi999,,Modi,"drshamamohd, AmitShah",,
1118006930721501184,Tue Apr 16 04:23:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ZeeNews: . @imjadeja father and sister joined the #Congress, days after his wife joined the #BJP.

https://t.co/br5SSQvSxP",RT ZeeNews imjadeja father sister joined Congress days wife joined BJP https //t.co/br5SSQvSxP,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,32,IVNTalks,False,"Congress, BJP","ZeeNews, imjadeja",,
1118006923742388224,Tue Apr 16 04:23:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: India faces a shortage of 6 lakh doctors &amp; 20 lakh nurses.

5.7cr people are pushed into poverty every year due to health…",RT drshamamohd India faces shortage 6 lakh doctors amp 20 lakh nurses 5.7cr people pushed poverty every year due health…,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,en,0,993,SnehlataSocial,,,drshamamohd,"District-Kanpur Dehat ,Parliament-Kannauj",
1118006868956172288,Tue Apr 16 04:23:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AAP complaints to EC over 200 voter IDs found in dump; accuses BJP, EC workers
#AAP #EC #voterID #BJP… https://t.co/Oz2eCeCMbW",AAP complaints EC 200 voter IDs found dump accuses BJP EC workers AAP EC voterID BJP… https //t.co/Oz2eCeCMbW,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,pennewstweet,False,"AAP, EC, voterID, BJP",,,
1118006854754267136,Tue Apr 16 04:23:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jai Hind #BJP
#ModiJi https://t.co/EkcDvvtu2i",Jai Hind BJP ModiJi https //t.co/EkcDvvtu2i,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,shivam_suthar7,False,"BJP, ModiJi",,"Rajasthan, India",
1118006759036030977,Tue Apr 16 04:22:37 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @sanjaybafna: #Foxconn Technology Group's Chairman Terry Gou said ""the #iPhone will go into Mass Production in #India this year, a shift…",RT sanjaybafna Foxconn Technology Group 's Chairman Terry Gou said `` iPhone go Mass Production India year shift…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,dkm1101,,"Foxconn, iPhone, India",sanjaybafna,London,
1118006713452384256,Tue Apr 16 04:22:26 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Duniya endorse karti hai par humare United Opposition ko Hindustan ki growth dikhaiyee nahi deti. It's their bad lu… https://t.co/loyLGxEIc7,Duniya endorse karti hai par humare United Opposition ko Hindustan ki growth dikhaiyee nahi deti It 's bad lu… https //t.co/loyLGxEIc7,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,0,0,ItsVinayRaj,False,,,India,
1118006562772013057,Tue Apr 16 04:21:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I Support  @narendramodi 
#EkBaarPhirModiSarkar 
#Modi
Jai Hind🇮🇳 https://t.co/AwWT5lj8cS",I Support narendramodi EkBaarPhirModiSarkar Modi Jai Hind🇮🇳 https //t.co/AwWT5lj8cS,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,NIRAVRITA,False,"EkBaarPhirModiSarkar, Modi",narendramodi,mumbai,
1118006520589901824,Tue Apr 16 04:21:40 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Chowkidarera: I hv offered @narendramodi ji to devote my time for election by resigning job!See the greatness of #PM he not accepted it…,RT Chowkidarera I hv offered narendramodi ji devote time election resigning job See greatness PM accepted it…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,rockme26,,PM,"Chowkidarera, narendramodi",,
1118006469255806977,Tue Apr 16 04:21:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,RT JhaSanjay Dear ArvindKejriwal Ji Let ’ clean sweep Delhi together The defeat BJP crucial Delhi ’ independent…,"Sentiment(polarity=0.18333333333333335, subjectivity=0.8500000000000001)",0.18333333333333335,0.8500000000000001,en,0,648,aroonrao2000,,BJP,"JhaSanjay, ArvindKejriwal",,
1118006450788298753,Tue Apr 16 04:21:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,5638,surbhi42566651,,"Modi, TamilNadu",sachinsingh1010,Madhya pradesh,
1118006419092058112,Tue Apr 16 04:21:16 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,5638,Be_kind26,,"Modi, TamilNadu",sachinsingh1010,United States,
1118006376771522560,Tue Apr 16 04:21:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,5638,HemKapri1,,"Modi, TamilNadu",sachinsingh1010,"Pithoragarh, India",
1118006298463866886,Tue Apr 16 04:20:47 +0000 2019,"<a href=""https://twitter.com/WeTamilans"" rel=""nofollow"">Tamil_BOT</a>","RT @ThAlkaSingh: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#Govin…",RT ThAlkaSingh 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu Govin…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,1,WeTamilans,,"Modi, TamilNadu",ThAlkaSingh,"Tamil Nadu, India",
1118006282617643013,Tue Apr 16 04:20:43 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @satishacharya: Vote for! Cartoon for @AmarUjalaNews #2019Elections  #Modi #Pulwama https://t.co/zCdVrq7ogV,RT satishacharya Vote Cartoon AmarUjalaNews 2019Elections Modi Pulwama https //t.co/zCdVrq7ogV,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1267,LoystonAndrade,False,"2019Elections, Modi, Pulwama","satishacharya, AmarUjalaNews", uppalli..,
1118006232013402112,Tue Apr 16 04:20:31 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Need re-poll in all 464 booths in West Tripura, says CPI(M) to EC
#poll #booths #WestTripura #CPIM #EC… https://t.co/3vuMEaSIJE",Need re-poll 464 booths West Tripura says CPI M EC poll booths WestTripura CPIM EC… https //t.co/3vuMEaSIJE,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,pennewstweet,False,"poll, booths, WestTripura, CPIM, EC",,,
1118006220680355840,Tue Apr 16 04:20:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @waglenikhil: Ground reports of first phase of LS election can make BJP jittery. Advantage opposition. In Suicide belt of Vidarbha BJP w…,RT waglenikhil Ground reports first phase LS election make BJP jittery Advantage opposition In Suicide belt Vidarbha BJP w…,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,280,inquisitiveSile,,,waglenikhil,Yokohama,
1118006198505107456,Tue Apr 16 04:20:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @143Saffron: If an old man is killed for praising a #Modi , it is not mob-lynching. 

If one is killed by the mob for a right action, it…",RT 143Saffron If old man killed praising Modi mob-lynching If one killed mob right action it…,"Sentiment(polarity=0.017142857142857133, subjectivity=0.16714285714285715)",0.017142857142857133,0.16714285714285715,en,0,5,AdvocatPande,,Modi,143Saffron,"Rajnandgaon, India",
1118006046520250368,Tue Apr 16 04:19:47 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Hariindic: #AIADMK +#BJP + #PMK + #DMDK + #TMC + #PT + #PNT ++

Massive response from the people of TamilNadu. Modi wave has shown a ma…",RT Hariindic AIADMK BJP PMK DMDK TMC PT PNT ++ Massive response people TamilNadu Modi wave shown ma…,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,19,kvijay79,,"AIADMK, BJP, PMK, DMDK, TMC, PT, PNT",Hariindic,,
1118005994963922944,Tue Apr 16 04:19:35 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,5638,riddhi_gupta_24,,"Modi, TamilNadu",sachinsingh1010,"Bengaluru, India",
1118005979516293120,Tue Apr 16 04:19:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,"Sentiment(polarity=0.0, subjectivity=0.20000000000000004)",0.0,0.20000000000000004,en,0,648,gterqweasdfino,,"Modi, TamilNadu",sachinsingh1010,,
1118005944452034561,Tue Apr 16 04:19:23 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","There will be a CIVIL WAR in 2019. 

2019 INDIAN ANTI-RESERVATION PROTESTS. 

A MAKE INDIA INITIATIVE.

@Swamy39… https://t.co/4fa1I2861U",There CIVIL WAR 2019 2019 INDIAN ANTI-RESERVATION PROTESTS A MAKE INDIA INITIATIVE Swamy39… https //t.co/4fa1I2861U,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,skalionkrishn,,,Swamy39,Chennai,
1118005857457823745,Tue Apr 16 04:19:02 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#BJP supporter @TVMohandasPai supports @INCIndia candidate #HariPrasad4BangaloreSouth through 
BPAC https://t.co/xktxQL9dGV",BJP supporter TVMohandasPai supports INCIndia candidate HariPrasad4BangaloreSouth BPAC https //t.co/xktxQL9dGV,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,ET2047,False,"BJP, HariPrasad4BangaloreSouth","TVMohandasPai, INCIndia",,
1118005724380975105,Tue Apr 16 04:18:30 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TrueNewsBengal: #FakeNews Alert | #BJP uses pic from #Jharkhand to portray communal disharmony in #Bengal. Read&gt;&gt; https://t.co/eZiWT9iN…,RT TrueNewsBengal FakeNews Alert BJP uses pic Jharkhand portray communal disharmony Bengal Read gt gt https //t.co/eZiWT9iN…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,7,tannypub,,"FakeNews, BJP, Jharkhand, Bengal",TrueNewsBengal,,
1118005717321936897,Tue Apr 16 04:18:29 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Payal_Rohatgi This B and C grade actress an stoop to any lower grade to earn money. #BJP is using such people to t… https://t.co/5MEfVc3xQr,Payal_Rohatgi This B C grade actress stoop lower grade earn money BJP using people t… https //t.co/5MEfVc3xQr,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,trueind97278449,,BJP,Payal_Rohatgi,"New Delhi, India",
